state,date,confirmed,deaths,population,fully,at_least_one
Alabama,2020-01-22,0,0,,,
Alabama,2020-01-23,0,0,,,
Alabama,2020-01-24,0,0,,,
Alabama,2020-01-25,0,0,,,
Alabama,2020-01-26,0,0,,,
Alabama,2020-01-27,0,0,,,
Alabama,2020-01-28,0,0,,,
Alabama,2020-01-29,0,0,,,
Alabama,2020-01-30,0,0,,,
Alabama,2020-01-31,0,0,,,
Alabama,2020-02-01,0,0,,,
Alabama,2020-02-02,0,0,,,
Alabama,2020-02-03,0,0,,,
Alabama,2020-02-04,0,0,,,
Alabama,2020-02-05,0,0,,,
Alabama,2020-02-06,0,0,,,
Alabama,2020-02-07,0,0,,,
Alabama,2020-02-08,0,0,,,
Alabama,2020-02-09,0,0,,,
Alabama,2020-02-10,0,0,,,
Alabama,2020-02-11,0,0,,,
Alabama,2020-02-12,0,0,,,
Alabama,2020-02-13,0,0,,,
Alabama,2020-02-14,0,0,,,
Alabama,2020-02-15,0,0,,,
Alabama,2020-02-16,0,0,,,
Alabama,2020-02-17,0,0,,,
Alabama,2020-02-18,0,0,,,
Alabama,2020-02-19,0,0,,,
Alabama,2020-02-20,0,0,,,
Alabama,2020-02-21,0,0,,,
Alabama,2020-02-22,0,0,,,
Alabama,2020-02-23,0,0,,,
Alabama,2020-02-24,0,0,,,
Alabama,2020-02-25,0,0,,,
Alabama,2020-02-26,0,0,,,
Alabama,2020-02-27,0,0,,,
Alabama,2020-02-28,0,0,,,
Alabama,2020-02-29,0,0,,,
Alabama,2020-03-01,0,0,,,
Alabama,2020-03-02,0,0,,,
Alabama,2020-03-03,0,0,,,
Alabama,2020-03-04,0,0,,,
Alabama,2020-03-05,0,0,,,
Alabama,2020-03-06,0,0,,,
Alabama,2020-03-07,0,0,,,
Alabama,2020-03-08,0,0,,,
Alabama,2020-03-09,0,0,,,
Alabama,2020-03-10,0,0,,,
Alabama,2020-03-11,3,0,,,
Alabama,2020-03-12,4,0,,,
Alabama,2020-03-13,8,0,,,
Alabama,2020-03-14,15,0,,,
Alabama,2020-03-15,28,0,,,
Alabama,2020-03-16,36,0,,,
Alabama,2020-03-17,51,0,,,
Alabama,2020-03-18,61,0,,,
Alabama,2020-03-19,88,0,,,
Alabama,2020-03-20,115,0,,,
Alabama,2020-03-21,149,0,,,
Alabama,2020-03-22,180,0,,,
Alabama,2020-03-23,224,0,,,
Alabama,2020-03-24,298,0,,,
Alabama,2020-03-25,472,1,,,
Alabama,2020-03-26,574,1,,,
Alabama,2020-03-27,684,4,,,
Alabama,2020-03-28,801,4,,,
Alabama,2020-03-29,880,10,,,
Alabama,2020-03-30,1001,10,,,
Alabama,2020-03-31,1063,23,,,
Alabama,2020-04-01,1175,27,,,
Alabama,2020-04-02,1371,32,,,
Alabama,2020-04-03,1606,38,,,
Alabama,2020-04-04,1727,44,,,
Alabama,2020-04-05,1905,45,,,
Alabama,2020-04-06,2079,49,,,
Alabama,2020-04-07,2308,64,,,
Alabama,2020-04-08,2614,66,,,
Alabama,2020-04-09,2954,70,,,
Alabama,2020-04-10,3112,80,,,
Alabama,2020-04-11,3346,92,,,
Alabama,2020-04-12,3667,93,,,
Alabama,2020-04-13,3870,99,,,
Alabama,2020-04-14,4041,114,,,
Alabama,2020-04-15,4307,118,,,
Alabama,2020-04-16,4465,133,,,
Alabama,2020-04-17,4557,148,,,
Alabama,2020-04-18,4788,153,,,
Alabama,2020-04-19,4978,157,,,
Alabama,2020-04-20,5163,163,,,
Alabama,2020-04-21,5404,183,,,
Alabama,2020-04-22,5692,196,,,
Alabama,2020-04-23,5899,202,,,
Alabama,2020-04-24,6092,209,,,
Alabama,2020-04-25,6274,209,,,
Alabama,2020-04-26,6475,219,,,
Alabama,2020-04-27,6621,228,,,
Alabama,2020-04-28,6820,242,,,
Alabama,2020-04-29,6979,256,,,
Alabama,2020-04-30,7187,272,,,
Alabama,2020-05-01,7440,289,,,
Alabama,2020-05-02,7700,288,,,
Alabama,2020-05-03,7977,290,,,
Alabama,2020-05-04,8203,298,,,
Alabama,2020-05-05,8520,315,,,
Alabama,2020-05-06,8769,343,,,
Alabama,2020-05-07,9115,369,,,
Alabama,2020-05-08,9437,383,,,
Alabama,2020-05-09,9720,390,,,
Alabama,2020-05-10,9982,393,,,
Alabama,2020-05-11,10262,403,,,
Alabama,2020-05-12,10566,435,,,
Alabama,2020-05-13,10822,450,,,
Alabama,2020-05-14,11161,473,,,
Alabama,2020-05-15,11494,483,,,
Alabama,2020-05-16,11828,485,,,
Alabama,2020-05-17,12137,488,,,
Alabama,2020-05-18,12438,489,,,
Alabama,2020-05-19,12825,504,,,
Alabama,2020-05-20,13186,522,,,
Alabama,2020-05-21,13590,529,,,
Alabama,2020-05-22,13954,541,,,
Alabama,2020-05-23,14328,549,,,
Alabama,2020-05-24,14676,551,,,
Alabama,2020-05-25,15309,566,,,
Alabama,2020-05-26,15899,580,,,
Alabama,2020-05-27,16263,583,,,
Alabama,2020-05-28,16749,591,,,
Alabama,2020-05-29,17262,610,,,
Alabama,2020-05-30,17689,618,,,
Alabama,2020-05-31,18200,630,,,
Alabama,2020-06-01,18525,646,,,
Alabama,2020-06-02,18734,653,,,
Alabama,2020-06-03,18954,653,,,
Alabama,2020-06-04,19262,653,,,
Alabama,2020-06-05,19910,676,,,
Alabama,2020-06-06,20355,689,,,
Alabama,2020-06-07,20777,692,,,
Alabama,2020-06-08,21268,718,,,
Alabama,2020-06-09,21834,729,,,
Alabama,2020-06-10,22659,744,,,
Alabama,2020-06-11,23370,755,,,
Alabama,2020-06-12,24405,769,,,
Alabama,2020-06-13,25364,773,,,
Alabama,2020-06-14,26182,773,,,
Alabama,2020-06-15,26485,774,,,
Alabama,2020-06-16,27034,785,,,
Alabama,2020-06-17,27941,790,,,
Alabama,2020-06-18,28676,810,,,
Alabama,2020-06-19,29225,822,,,
Alabama,2020-06-20,29683,838,,,
Alabama,2020-06-21,30122,839,,,
Alabama,2020-06-22,30771,841,,,
Alabama,2020-06-23,31889,864,,,
Alabama,2020-06-24,32878,891,,,
Alabama,2020-06-25,33880,896,,,
Alabama,2020-06-26,34903,907,,,
Alabama,2020-06-27,35083,919,,,
Alabama,2020-06-28,36503,919,,,
Alabama,2020-06-29,37589,929,,,
Alabama,2020-06-30,38477,950,,,
Alabama,2020-07-01,39647,972,,,
Alabama,2020-07-02,41340,985,,,
Alabama,2020-07-03,42255,1006,,,
Alabama,2020-07-04,43216,1007,,,
Alabama,2020-07-05,44022,1007,,,
Alabama,2020-07-06,44932,1007,,,
Alabama,2020-07-07,46348,1033,,,
Alabama,2020-07-08,48149,1058,,,
Alabama,2020-07-09,49695,1068,,,
Alabama,2020-07-10,51329,1104,,,
Alabama,2020-07-11,52802,1114,,,
Alabama,2020-07-12,54781,1121,,,
Alabama,2020-07-13,56168,1124,,,
Alabama,2020-07-14,58284,1164,,,
Alabama,2020-07-15,60194,1211,,,
Alabama,2020-07-16,62128,1230,,,
Alabama,2020-07-17,64152,1265,,,
Alabama,2020-07-18,66181,1286,,,
Alabama,2020-07-19,67733,1287,,,
Alabama,2020-07-20,69236,1291,,,
Alabama,2020-07-21,70600,1303,,,
Alabama,2020-07-22,72594,1364,,,
Alabama,2020-07-23,74685,1397,,,
Alabama,2020-07-24,76795,1438,,,
Alabama,2020-07-25,78188,1456,,,
Alabama,2020-07-26,79948,1473,,,
Alabama,2020-07-27,81256,1491,,,
Alabama,2020-07-28,82698,1491,,,
Alabama,2020-07-29,84652,1538,,,
Alabama,2020-07-30,86664,1565,,,
Alabama,2020-07-31,88266,1580,,,
Alabama,2020-08-01,90299,1603,,,
Alabama,2020-08-02,91458,1627,,,
Alabama,2020-08-03,92502,1633,,,
Alabama,2020-08-04,93457,1666,,,
Alabama,2020-08-05,95323,1695,,,
Alabama,2020-08-06,97044,1714,,,
Alabama,2020-08-07,98895,1735,,,
Alabama,2020-08-08,99854,1755,,,
Alabama,2020-08-09,101466,1768,,,
Alabama,2020-08-10,102391,1797,,,
Alabama,2020-08-11,103485,1847,,,
Alabama,2020-08-12,104219,1882,,,
Alabama,2020-08-13,104976,1890,,,
Alabama,2020-08-14,106096,1893,,,
Alabama,2020-08-15,106926,1896,,,
Alabama,2020-08-16,107667,1898,,,
Alabama,2020-08-17,109092,1925,,,
Alabama,2020-08-18,110415,1936,,,
Alabama,2020-08-19,111696,1944,,,
Alabama,2020-08-20,112737,1974,,,
Alabama,2020-08-21,114212,1996,,,
Alabama,2020-08-22,114809,2011,,,
Alabama,2020-08-23,115485,2013,,,
Alabama,2020-08-24,116045,2024,,,
Alabama,2020-08-25,118190,2037,,,
Alabama,2020-08-26,119904,2045,,,
Alabama,2020-08-27,121041,2076,,,
Alabama,2020-08-28,122879,2107,,,
Alabama,2020-08-29,124155,2152,,,
Alabama,2020-08-30,124944,2162,,,
Alabama,2020-08-31,126500,2182,,,
Alabama,2020-09-01,127234,2200,,,
Alabama,2020-09-02,128240,2217,,,
Alabama,2020-09-03,129225,2233,,,
Alabama,2020-09-04,130373,2266,,,
Alabama,2020-09-05,130914,2275,,,
Alabama,2020-09-06,131690,2276,,,
Alabama,2020-09-07,132221,2276,,,
Alabama,2020-09-08,133005,2277,,,
Alabama,2020-09-09,134061,2285,,,
Alabama,2020-09-10,135138,2301,,,
Alabama,2020-09-11,136107,2333,,,
Alabama,2020-09-12,137166,2350,,,
Alabama,2020-09-13,137861,2351,,,
Alabama,2020-09-14,138619,2355,,,
Alabama,2020-09-15,139660,2387,,,
Alabama,2020-09-16,140423,2392,,,
Alabama,2020-09-17,141454,2401,,,
Alabama,2020-09-18,142768,2428,,,
Alabama,2020-09-19,143578,2437,,,
Alabama,2020-09-20,144325,2437,,,
Alabama,2020-09-21,145202,2439,,,
Alabama,2020-09-22,145859,2457,,,
Alabama,2020-09-23,146897,2488,,,
Alabama,2020-09-24,149263,2506,,,
Alabama,2020-09-25,150239,2491,,,
Alabama,2020-09-26,150965,2501,,,
Alabama,2020-09-27,151604,2501,,,
Alabama,2020-09-28,152350,2501,,,
Alabama,2020-09-29,153584,2517,,,
Alabama,2020-09-30,154772,2540,,,
Alabama,2020-10-01,155727,2548,,,
Alabama,2020-10-02,157402,2550,,,
Alabama,2020-10-03,158181,2558,,,
Alabama,2020-10-04,158717,2558,,,
Alabama,2020-10-05,159476,2559,,,
Alabama,2020-10-06,160485,2580,,,
Alabama,2020-10-07,161085,2601,,,
Alabama,2020-10-08,162683,2637,,,
Alabama,2020-10-09,163897,2653,,,
Alabama,2020-10-10,164698,2664,,,
Alabama,2020-10-11,165414,2664,,,
Alabama,2020-10-12,166514,2665,,,
Alabama,2020-10-13,167396,2665,,,
Alabama,2020-10-14,168620,2706,,,
Alabama,2020-10-15,169845,2756,,,
Alabama,2020-10-16,171157,2786,,,
Alabama,2020-10-17,172137,2788,,,
Alabama,2020-10-18,173002,2788,,,
Alabama,2020-10-19,174078,2789,,,
Alabama,2020-10-20,175210,2805,,,
Alabama,2020-10-21,176605,2828,,,
Alabama,2020-10-22,180437,2843,,,
Alabama,2020-10-23,182567,2859,,,
Alabama,2020-10-24,183831,2866,,,
Alabama,2020-10-25,184723,2866,,,
Alabama,2020-10-26,185938,2866,,,
Alabama,2020-10-27,187267,2892,,,
Alabama,2020-10-28,188775,2911,,,
Alabama,2020-10-29,190113,2914,,,
Alabama,2020-10-30,191932,2932,,,
Alabama,2020-10-31,193613,2967,,,
Alabama,2020-11-01,194458,2973,,,
Alabama,2020-11-02,195692,2973,,,
Alabama,2020-11-03,197504,2987,,,
Alabama,2020-11-04,198927,3006,,,
Alabama,2020-11-05,200528,3026,,,
Alabama,2020-11-06,202131,3049,,,
Alabama,2020-11-07,203518,3082,,,
Alabama,2020-11-08,204665,3084,,,
Alabama,2020-11-09,206523,3084,,,
Alabama,2020-11-10,206562,3120,,,
Alabama,2020-11-11,208637,3201,,,
Alabama,2020-11-12,210637,3213,,,
Alabama,2020-11-13,213617,3231,,,
Alabama,2020-11-14,215843,3246,,,
Alabama,2020-11-15,217822,3248,,,
Alabama,2020-11-16,219232,3249,,,
Alabama,2020-11-17,220848,3301,,,
Alabama,2020-11-18,223486,3347,,,
Alabama,2020-11-19,225910,3419,,,
Alabama,2020-11-20,228373,3451,,,
Alabama,2020-11-21,230708,3457,,,
Alabama,2020-11-22,232506,3457,,,
Alabama,2020-11-23,234080,3459,,,
Alabama,2020-11-24,236865,3472,,,
Alabama,2020-11-25,239318,3532,,,
Alabama,2020-11-26,241957,3572,,,
Alabama,2020-11-27,242874,3572,,,
Alabama,2020-11-28,244993,3572,,,
Alabama,2020-11-29,247229,3577,,,
Alabama,2020-11-30,249524,3578,,,
Alabama,2020-12-01,252900,3638,,,
Alabama,2020-12-02,256828,3711,,,
Alabama,2020-12-03,260359,3776,,,
Alabama,2020-12-04,264199,3831,,,
Alabama,2020-12-05,267589,3877,,,
Alabama,2020-12-06,269877,3889,,,
Alabama,2020-12-07,272229,3892,,,
Alabama,2020-12-08,276665,3942,,,
Alabama,2020-12-09,280187,3985,,,
Alabama,2020-12-10,284922,4034,4903185.0,,
Alabama,2020-12-11,288775,4086,4903185.0,,
Alabama,2020-12-12,292841,4102,4903185.0,,
Alabama,2020-12-13,295631,4102,4903185.0,,
Alabama,2020-12-14,297895,4102,4903185.0,,
Alabama,2020-12-15,301533,4124,4903185.0,,
Alabama,2020-12-16,305640,4198,4903185.0,,
Alabama,2020-12-17,310335,4254,4903185.0,,
Alabama,2020-12-18,315683,4296,4903185.0,,
Alabama,2020-12-19,319904,4389,4903185.0,,
Alabama,2020-12-20,322452,4389,4903185.0,,
Alabama,2020-12-21,324832,4389,4903185.0,,
Alabama,2020-12-22,329811,4452,4903185.0,,
Alabama,2020-12-23,334569,4587,4903185.0,,
Alabama,2020-12-24,338801,4676,4903185.0,,
Alabama,2020-12-25,342426,4680,4903185.0,,
Alabama,2020-12-26,343458,4685,4903185.0,,
Alabama,2020-12-27,345628,4691,4903185.0,,
Alabama,2020-12-28,347897,4712,4903185.0,,
Alabama,2020-12-29,351804,4737,4903185.0,,
Alabama,2020-12-30,356820,4774,4903185.0,,
Alabama,2020-12-31,361226,4827,4903185.0,,
Alabama,2021-01-01,365747,4872,4903185.0,,
Alabama,2021-01-02,369458,4872,4903185.0,,
Alabama,2021-01-03,371934,4873,4903185.0,,
Alabama,2021-01-04,374095,4878,4903185.0,,
Alabama,2021-01-05,379593,4886,4903185.0,,
Alabama,2021-01-06,384184,4994,4903185.0,,
Alabama,2021-01-07,389230,5080,4903185.0,,
Alabama,2021-01-08,394287,5191,4903185.0,,
Alabama,2021-01-09,399150,5299,4903185.0,,
Alabama,2021-01-10,401900,5334,4903185.0,,
Alabama,2021-01-11,404000,5347,4903185.0,,
Alabama,2021-01-12,407848,5573,4903185.0,,
Alabama,2021-01-13,410995,5760,4903185.0,,
Alabama,2021-01-14,414583,5945,4903185.0,,
Alabama,2021-01-15,417528,6030,4903185.0,,
Alabama,2021-01-16,420681,6119,4903185.0,,
Alabama,2021-01-17,422598,6120,4903185.0,,
Alabama,2021-01-18,424028,6121,4903185.0,,
Alabama,2021-01-19,426543,6126,4903185.0,,
Alabama,2021-01-20,429655,6283,4903185.0,,
Alabama,2021-01-21,432536,6379,4903185.0,,
Alabama,2021-01-22,436087,6486,4903185.0,,
Alabama,2021-01-23,439442,6657,4903185.0,,
Alabama,2021-01-24,441170,6660,4903185.0,,
Alabama,2021-01-25,443009,6662,4903185.0,,
Alabama,2021-01-26,445909,6896,4903185.0,,
Alabama,2021-01-27,449086,7172,4903185.0,,
Alabama,2021-01-28,452734,7340,4903185.0,,
Alabama,2021-01-29,455582,7566,4903185.0,,
Alabama,2021-01-30,455582,7566,4903185.0,,
Alabama,2021-01-31,459639,7688,4903185.0,,
Alabama,2021-02-01,460860,7688,4903185.0,,
Alabama,2021-02-02,462938,7894,4903185.0,,
Alabama,2021-02-03,465056,8203,4903185.0,,
Alabama,2021-02-04,467823,8365,4903185.0,,
Alabama,2021-02-05,469319,8449,4903185.0,,
Alabama,2021-02-06,471311,8513,4903185.0,,
Alabama,2021-02-07,472423,8515,4903185.0,,
Alabama,2021-02-08,473348,8523,4903185.0,,
Alabama,2021-02-09,474666,8579,4903185.0,88453.0,388616.0
Alabama,2021-02-10,476067,8888,4903185.0,95033.0,404975.0
Alabama,2021-02-11,477570,9021,4903185.0,104362.0,424585.0
Alabama,2021-02-12,478667,9180,4903185.0,114306.0,440358.0
Alabama,2021-02-13,479856,9242,4903185.0,125553.0,459556.0
Alabama,2021-02-14,480931,9242,4903185.0,133029.0,470062.0
Alabama,2021-02-15,481605,9244,4903185.0,137032.0,474065.0
Alabama,2021-02-16,482488,9257,4903185.0,137032.0,473950.0
Alabama,2021-02-17,483167,9346,4903185.0,152781.0,493905.0
Alabama,2021-02-18,484365,9424,4903185.0,158246.0,498802.0
Alabama,2021-02-19,485212,9573,4903185.0,169339.0,522466.0
Alabama,2021-02-20,485986,9590,4903185.0,192304.0,538760.0
Alabama,2021-02-21,486843,9592,4903185.0,214512.0,562378.0
Alabama,2021-02-22,487520,9592,4903185.0,219639.0,581595.0
Alabama,2021-02-23,488973,9660,4903185.0,233073.0,593936.0
Alabama,2021-02-24,490220,9744,4903185.0,239425.0,597003.0
Alabama,2021-02-25,491110,9831,4903185.0,253615.0,607026.0
Alabama,2021-02-26,491849,9869,4903185.0,268465.0,616543.0
Alabama,2021-02-27,492683,9930,4903185.0,286095.0,628755.0
Alabama,2021-02-28,493252,9929,4903185.0,307868.0,651882.0
Alabama,2021-03-01,493769,9931,4903185.0,313290.0,658183.0
Alabama,2021-03-02,494421,9991,4903185.0,316073.0,656914.0
Alabama,2021-03-03,497154,10029,4903185.0,330046.0,665889.0
Alabama,2021-03-04,498076,10094,4903185.0,346841.0,678248.0
Alabama,2021-03-05,498887,10122,4903185.0,365456.0,694803.0
Alabama,2021-03-06,499411,10149,4903185.0,383078.0,710568.0
Alabama,2021-03-07,499819,10148,4903185.0,402061.0,731707.0
Alabama,2021-03-08,500092,10148,4903185.0,406723.0,729753.0
Alabama,2021-03-09,500616,10186,4903185.0,409937.0,737122.0
Alabama,2021-03-10,501398,10222,4903185.0,420083.0,753567.0
Alabama,2021-03-11,502263,10274,4903185.0,435018.0,773136.0
Alabama,2021-03-12,502711,10299,4903185.0,452746.0,796839.0
Alabama,2021-03-13,503305,10327,4903185.0,472325.0,820964.0
Alabama,2021-03-14,503673,10327,4903185.0,492755.0,844439.0
Alabama,2021-03-15,508229,10329,4903185.0,497653.0,850611.0
Alabama,2021-03-16,508717,10337,4903185.0,501344.0,861011.0
Alabama,2021-03-17,509476,10363,4903185.0,511869.0,881987.0
Alabama,2021-03-18,510048,10391,4903185.0,523649.0,902937.0
Alabama,2021-03-19,510579,10425,4903185.0,533375.0,923732.0
Alabama,2021-03-20,511087,10436,4903185.0,547257.0,946542.0
Alabama,2021-03-21,511460,10436,4903185.0,561254.0,963081.0
Alabama,2021-03-22,511779,10436,4903185.0,566632.0,970491.0
Alabama,2021-03-23,511789,10450,4903185.0,569127.0,983782.0
Alabama,2021-03-24,512711,10487,4903185.0,579598.0,1009477.0
Alabama,2021-03-25,513138,10504,4903185.0,589979.0,1038151.0
Alabama,2021-03-26,513580,10523,4903185.0,600666.0,1061595.0
Alabama,2021-03-27,514072,10526,4903185.0,611694.0,1086906.0
Alabama,2021-03-28,514391,10526,4903185.0,623385.0,1103138.0
Alabama,2021-03-29,514619,10526,4903185.0,628500.0,1111036.0
Alabama,2021-03-30,514980,10527,4903185.0,631388.0,1122677.0
Alabama,2021-03-31,515388,10554,4903185.0,643450.0,1141690.0
Alabama,2021-04-01,515866,10553,4903185.0,656899.0,1167410.0
Alabama,2021-04-02,516266,10607,4903185.0,673773.0,1194115.0
Alabama,2021-04-03,516615,10637,4903185.0,691082.0,1220016.0
Alabama,2021-04-04,516809,10637,4903185.0,705197.0,1238054.0
Alabama,2021-04-05,516918,10638,4903185.0,709849.0,1246282.0
Alabama,2021-04-06,517114,10652,4903185.0,711596.0,1254185.0
Alabama,2021-04-07,517452,10652,4903185.0,725270.0,1271796.0
Alabama,2021-04-08,517916,10675,4903185.0,744961.0,1298506.0
Alabama,2021-04-09,518234,10686,4903185.0,764450.0,1320783.0
Alabama,2021-04-10,518588,10712,4903185.0,788325.0,1348203.0
Alabama,2021-04-11,518899,10712,4903185.0,811323.0,1374724.0
Alabama,2021-04-12,519071,10712,4903185.0,819550.0,1385096.0
Alabama,2021-04-13,520503,10722,4903185.0,824052.0,1387162.0
Alabama,2021-04-14,520780,10728,4903185.0,844353.0,1402333.0
Alabama,2021-04-15,521201,10736,4903185.0,893002.0,1442051.0
Alabama,2021-04-16,521623,10739,4903185.0,915654.0,1459377.0
Alabama,2021-04-17,522131,10790,4903185.0,935377.0,1476162.0
Alabama,2021-04-18,522401,10790,4903185.0,943129.0,1481314.0
Alabama,2021-04-19,522512,10790,4903185.0,946333.0,1483779.0
Alabama,2021-04-20,523955,10798,4903185.0,966251.0,1494421.0
Alabama,2021-04-21,524367,10807,4903185.0,987379.0,1507116.0
Alabama,2021-04-22,525049,10824,4903185.0,1010415.0,1518928.0
Alabama,2021-04-23,525477,10840,4903185.0,1033996.0,1531741.0
Alabama,2021-04-24,525898,10851,4903185.0,1054863.0,1543544.0
Alabama,2021-04-25,526131,10851,4903185.0,1062524.0,1546659.0
Alabama,2021-04-26,526348,10852,4903185.0,1066659.0,1549782.0
Alabama,2021-04-27,526707,10854,4903185.0,1079815.0,1558652.0
Alabama,2021-04-28,527083,10879,4903185.0,1098820.0,1568315.0
Alabama,2021-04-29,527513,10887,4903185.0,1121348.0,1579093.0
Alabama,2021-04-30,527922,10896,4903185.0,1143488.0,1589518.0
Alabama,2021-05-01,528309,10913,4903185.0,1161725.0,1599130.0
Alabama,2021-05-02,528597,10913,4903185.0,1165479.0,1601433.0
Alabama,2021-05-03,528784,10913,4903185.0,1168235.0,1603454.0
Alabama,2021-05-04,528784,10913,4903185.0,1168235.0,1598361.0
Alabama,2021-05-05,529446,10930,4903185.0,1199064.0,1618791.0
Alabama,2021-05-06,530011,10946,4903185.0,1201303.0,1619783.0
Alabama,2021-05-07,530325,10966,4903185.0,1240335.0,1636710.0
Alabama,2021-05-08,530744,10978,4903185.0,1263965.0,1649688.0
Alabama,2021-05-09,530988,10978,4903185.0,1270858.0,1654267.0
Alabama,2021-05-10,531094,10978,4903185.0,1273670.0,1657672.0
Alabama,2021-05-11,531404,10985,4903185.0,1273999.0,1658191.0
Alabama,2021-05-12,531751,10997,4903185.0,1286565.0,1664353.0
Alabama,2021-05-13,532895,11001,4903185.0,1314534.0,1678119.0
Alabama,2021-05-14,537813,11024,4903185.0,1334176.0,1687875.0
Alabama,2021-05-15,539829,11038,4903185.0,1348023.0,1697289.0
Alabama,2021-05-16,540083,11038,4903185.0,1350649.0,1699757.0
Alabama,2021-05-17,540267,11038,4903185.0,1350830.0,1699915.0
Alabama,2021-05-18,540603,11043,4903185.0,1362380.0,1709333.0
Alabama,2021-05-19,540891,11045,4903185.0,1362834.0,1709761.0
Alabama,2021-05-20,541230,11077,4903185.0,1382327.0,1725694.0
Alabama,2021-05-21,541673,11080,4903185.0,1387356.0,1727437.0
Alabama,2021-05-22,541928,11112,4903185.0,1396990.0,1736645.0
Alabama,2021-05-23,542124,11112,4903185.0,1407769.0,1746820.0
Alabama,2021-05-24,542256,11112,4903185.0,1407917.0,1747012.0
Alabama,2021-05-25,542562,11124,4903185.0,1415771.0,1754294.0
Alabama,2021-05-26,542831,11138,4903185.0,1419599.0,1757607.0
Alabama,2021-05-27,543177,11140,4903185.0,1423605.0,1758850.0
Alabama,2021-05-28,543405,11146,4903185.0,1429238.0,1763553.0
Alabama,2021-05-29,543405,11146,4903185.0,1431669.0,1765515.0
Alabama,2021-05-30,543405,11146,4903185.0,1432446.0,1766055.0
Alabama,2021-05-31,543405,11146,4903185.0,1432446.0,1766055.0
Alabama,2021-06-01,544045,11156,4903185.0,1433267.0,1766784.0
Alabama,2021-06-02,544598,11167,4903185.0,1435324.0,1768055.0
Alabama,2021-06-03,545028,11188,4903185.0,1435719.0,1768288.0
Alabama,2021-06-04,545585,11198,4903185.0,1440101.0,1771964.0
Alabama,2021-06-05,545585,11198,4903185.0,1440289.0,1772245.0
Alabama,2021-06-06,545585,11198,4903185.0,1441834.0,1773379.0
Alabama,2021-06-07,546324,11217,4903185.0,1442775.0,1774139.0
Alabama,2021-06-08,546540,11220,4903185.0,1443230.0,1774535.0
Alabama,2021-06-09,546845,11249,4903185.0,1445608.0,1776278.0
Alabama,2021-06-10,547135,11252,4903185.0,1460230.0,1787017.0
Alabama,2021-06-11,547323,11266,4903185.0,1468898.0,1793119.0
Alabama,2021-06-12,547323,11266,4903185.0,1485108.0,1805486.0
Alabama,2021-06-13,547323,11266,4903185.0,1490848.0,1810074.0
Alabama,2021-06-14,547873,11274,4903185.0,1499941.0,1815885.0
Alabama,2021-06-15,548163,11281,4903185.0,1501171.0,1816769.0
Alabama,2021-06-16,548323,11288,4903185.0,1508504.0,1822146.0
Alabama,2021-06-17,548323,11288,4903185.0,1546119.0,1898131.0
Alabama,2021-06-18,548657,11306,4903185.0,1546983.0,1898704.0
Alabama,2021-06-19,548657,11306,4903185.0,1558881.0,1909005.0
Alabama,2021-06-20,548657,11306,4903185.0,1562192.0,1913032.0
Alabama,2021-06-21,549013,11311,4903185.0,1563573.0,1915122.0
Alabama,2021-06-22,549013,11311,4903185.0,1566908.0,1918334.0
Alabama,2021-06-23,549394,11328,4903185.0,1570452.0,1922707.0
Alabama,2021-06-24,549394,11328,4903185.0,1574676.0,1928656.0
Alabama,2021-06-25,549934,11336,4903185.0,1574934.0,1928903.0
Alabama,2021-06-26,549934,11336,4903185.0,1578780.0,1933773.0
Alabama,2021-06-27,549934,11336,4903185.0,1584456.0,1941681.0
Alabama,2021-06-28,550451,11338,4903185.0,1590001.0,1948135.0
Alabama,2021-06-29,550451,11338,4903185.0,1594040.0,1953410.0
Alabama,2021-06-30,550983,11352,4903185.0,1594625.0,1954166.0
Alabama,2021-07-01,550983,11352,4903185.0,1601802.0,1962745.0
Alabama,2021-07-02,551298,11358,4903185.0,1602022.0,1962952.0
Alabama,2021-07-03,551298,11358,4903185.0,1612803.0,1969834.0
Alabama,2021-07-04,551298,11358,4903185.0,1612913.0,1969971.0
Alabama,2021-07-05,551298,11358,4903185.0,1612913.0,1969971.0
Alabama,2021-07-06,551298,11358,4903185.0,1617584.0,1976343.0
Alabama,2021-07-07,552911,11387,4903185.0,1619647.0,1978951.0
Alabama,2021-07-08,552911,11387,4903185.0,1623114.0,1982250.0
Alabama,2021-07-09,554071,11398,4903185.0,1626323.0,1985582.0
Alabama,2021-07-10,554605,11402,4903185.0,1629745.0,1988956.0
Alabama,2021-07-11,554605,11402,4903185.0,1633408.0,1992957.0
Alabama,2021-07-12,555215,11402,4903185.0,1633505.0,1993099.0
Alabama,2021-07-13,555215,11402,4903185.0,1638866.0,2000752.0
Alabama,2021-07-14,556613,11428,4903185.0,1639032.0,2000914.0
Alabama,2021-07-15,557578,11439,4903185.0,1645083.0,2009200.0
Alabama,2021-07-16,558577,11442,4903185.0,1647995.0,2013559.0
Alabama,2021-07-17,559478,11443,4903185.0,1648172.0,2013853.0
Alabama,2021-07-18,560202,11443,4903185.0,1651404.0,2018807.0
Alabama,2021-07-19,560920,11443,4903185.0,1653604.0,2022782.0
Alabama,2021-07-20,562311,11460,4903185.0,1654644.0,2024953.0
Alabama,2021-07-21,563943,11462,4903185.0,1659775.0,2034814.0
Alabama,2021-07-22,565510,11468,4903185.0,1662812.0,2041288.0
Alabama,2021-07-23,567243,11472,4903185.0,1663031.0,2041597.0
